id,studyday,dayweek,numall,nrel,prel,negevent,posevent,gender,rosn,age,desired,state
61,6,5,3,0.333333333,1.333333333,1,2.033333333,2,3.9,39.76454483,5.333333333,4.444444444
61,7,6,10,1.666666667,2.166666667,0.84,2.493333333,2,3.9,39.76454483,8,4.333333333
62,1,5,3,0,1,0.716666667,0.75,1,2.4,33.24024641,5.666666667,4
62,2,6,1,0,5,0.873333333,1.406666667,1,2.4,33.24024641,2.333333333,4
62,3,7,1,0,3.4,0.6,1.24,1,2.4,33.24024641,3.333333333,4.111111111
62,4,1,0,0,1.2,0.786666667,0.785,1,2.4,33.24024641,2.333333333,3.888888889
62,5,2,0,0,0,0.2,0.416666667,1,2.4,33.24024641,3,4.111111111
62,6,3,2,0,1,0.583333333,0.741666667,1,2.4,33.24024641,7.333333333,4.444444444
62,7,4,2,0,2.25,0.22,0.725,1,2.4,33.24024641,7.333333333,2.888888889
64,1,4,3,0,2.75,0.35,1.425,2,3.5,33.99589322,5.666666667,3
64,2,5,1,0,0,0.296666667,0.306666667,2,3.5,33.99589322,6.333333333,3.333333333
64,3,6,7,0,4,0.5,0.5,2,3.5,33.99589322,3.666666667,3
64,4,7,8,0,2,0.7,0.633333333,2,3.5,33.99589322,5,3.333333333
64,5,1,1,0,1,0.35,0.666666667,2,3.5,33.99589322,1.333333333,2.555555556
64,6,2,1,0,3,0.1,1.1,2,3.5,33.99589322,1,2.888888889
64,7,3,1,3,0,0.9,0.233333333,2,3.5,33.99589322,2,3.444444444
65,1,7,5,0,3,0.1,1.5,2,3.7,40.22450376,5.666666667,4.222222222
65,2,1,5,0,6,0,2.05,2,3.7,40.22450376,6,4.444444444
65,3,2,0,0,3,0.1,1.583333333,2,3.7,40.22450376,4,4.222222222
65,4,3,2,0,3,0.15,0.7,2,3.7,40.22450376,4.666666667,4.111111111
65,5,4,2,0,2,0.3,0.4,2,3.7,40.22450376,4,4.222222222
65,6,5,3,0,2,0,0.6,2,3.7,40.22450376,5.333333333,4.111111111
65,7,6,4,0,2,0,0.9,2,3.7,40.22450376,4.666666667,4.333333333
66,1,7,2,0,1,0.9,1.6,2,3.8,29.51950719,5.333333333,4.111111111
66,2,1,4,0,3.5,0.2,0.95,2,3.8,29.51950719,5.666666667,4
66,3,2,1,0,1,0.75,1.15,2,3.8,29.51950719,1.666666667,3.777777778
66,4,3,4,1.5,1,0.8,0.7,2,3.8,29.51950719,3.666666667,3.666666667
66,5,4,0,0.5,1.25,1.05,0.275,2,3.8,29.51950719,1,3.333333333
66,6,5,1,0,0,0.1,0.1,2,3.8,29.51950719,2,3.666666667
66,7,6,11,0,2,0.1,1.025,2,3.8,29.51950719,6,3.666666667
100,1,1,2,0,4,0.45,0.75,2,4,40.44079398,3,4.222222222
100,2,2,2,0,3,0.2,1.05,2,4,40.44079398,2.333333333,4.222222222
100,3,3,2,0,5,0.2,0.7,2,4,40.44079398,3,4.222222222
100,4,4,2,0,6,0.1,1,2,4,40.44079398,1.666666667,4.222222222
100,5,5,1,0,5,1.1,2.6,2,4,40.44079398,3.333333333,4.222222222
100,6,6,2,0,6,0,0.85,2,4,40.44079398,3,4.222222222
100,7,7,4,0,3,0.1,0.65,2,4,40.44079398,3,4.111111111
102,1,4,4,0,2,0,0.9,1,3.2,30.53251198,6.333333333,4
102,2,5,4,0,2,0,0.4,1,3.2,30.53251198,4,4
102,3,6,4,0,1.333333333,0,0.483333333,1,3.2,30.53251198,4,3.666666667
102,4,7,3,0,3,0.1,0.3,1,3.2,30.53251198,3.333333333,4
102,5,1,3,0,4,0.1,1.05,1,3.2,30.53251198,4,3.777777778
102,6,2,3,0,6,0.033333333,0.666666667,1,3.2,30.53251198,3.666666667,3.777777778
102,7,3,4,1,2,0.4,1.1,1,3.2,30.53251198,4.333333333,4.111111111
103,1,5,6,0,1,0,0.2,1,3.2,39.55646817,4.333333333,4
103,2,6,5,0.5,2,0.15,0.8,1,3.2,39.55646817,5,4.111111111
103,3,7,5,0,3,0.15,0.55,1,3.2,39.55646817,4,4.333333333
103,4,1,0,0,0,0,0.2,1,3.2,39.55646817,2,4.444444444
103,5,2,0,0,1,0,0.15,1,3.2,39.55646817,2,4.333333333
103,6,3,0,0,5,0,0.7,1,3.2,39.55646817,2,4.444444444
103,7,4,2,0,1,0,0.6,1,3.2,39.55646817,5.333333333,4.222222222
104,1,3,1,5,0,1.45,0.5,2,3,38.57084189,7,3.777777778
104,2,4,4,0,2,0.2,1.3,2,3,38.57084189,8,4.555555556
104,3,5,0,0,0,1.05,0.85,2,3,38.57084189,1,4.222222222
104,4,6,5,0,2.666666667,0.35,1.016666667,2,3,38.57084189,8,4.111111111
104,5,7,0,0.5,1,0.35,0.8,2,3,38.57084189,1,3.555555556
104,6,1,0,0,2,0.2,1.2,2,3,38.57084189,1,3.777777778
104,7,2,0,0,0,0.683333333,0.666666667,2,3,38.57084189,1,3.666666667
107,1,7,2,0,3,0.1,0.7,1,3.9,39.29637235,3.666666667,4.111111111
107,2,1,2,0,3,0,1.6,1,3.9,39.29637235,3.333333333,4.333333333
107,3,2,2,0,2,0,0.7,1,3.9,39.29637235,5,4.444444444
107,4,3,7,0,2,0,1.1,1,3.9,39.29637235,6.666666667,4.333333333
107,5,4,2,0,3,0.2,1.05,1,3.9,39.29637235,3.333333333,4.444444444
107,6,5,5,1,1,0.333333333,0.8,1,3.9,39.29637235,5.333333333,4.333333333
107,7,6,1,0,6,0.4,1.733333333,1,3.9,39.29637235,4.333333333,4.555555556
108,1,7,0,0,0,0.4,0.9,1,2.9,35.08829569,3,3.888888889
108,2,1,1,0,0,0.566666667,0.8,1,2.9,35.08829569,5.666666667,3.666666667
108,3,2,0,0,0,0.258333333,1.075,1,2.9,35.08829569,4.666666667,3.888888889
108,4,3,0,0,0,0.7,0.85,1,2.9,35.08829569,5.333333333,3.888888889
108,5,4,2,0,0,0.2,1,1,2.9,35.08829569,6.666666667,4
108,6,5,1,0,0,0,0.95,1,2.9,35.08829569,5,3.333333333
108,7,6,4,0,0,0.625,0.625,1,2.9,35.08829569,6.666666667,3
109,1,1,0,0.25,0.25,0.583333333,0.6,2,3.6,36.72279261,3.666666667,4.222222222
109,2,2,4,0.333333333,0.333333333,0.3,0.783333333,2,3.6,36.72279261,4.666666667,4.111111111
109,3,3,1,0,2,0.15,0.75,2,3.6,36.72279261,4.666666667,4.555555556
109,4,4,3,0.5,0.25,0.2,0.675,2,3.6,36.72279261,4.666666667,4.333333333
109,5,5,5,0,0,0.37,0.49,2,3.6,36.72279261,5.666666667,4.777777778
109,6,6,2,0,1,0.1,1.2,2,3.6,36.72279261,4.666666667,5
109,7,7,2,1,0,0.35,1.066666667,2,3.6,36.72279261,5,4.777777778
110,1,6,2,2,0,0.45,0.2,2,3.6,40.82956879,3.333333333,4.111111111
110,2,7,2,0,0,0,0.4,2,3.6,40.82956879,4.666666667,4.222222222
110,3,1,1,0,0,0.1,0.7,2,3.6,40.82956879, , 
110,4,2,1,0,0,0.2,0.6,2,3.6,40.82956879,1.333333333,4.333333333
110,5,3,2,3,0,0.3,0.8,2,3.6,40.82956879,5,4.222222222
110,6,4,2,0,0,0.2,0.2,2,3.6,40.82956879,4.333333333,4.222222222
110,7,5,2,0,0,0,0.4,2,3.6,40.82956879,3.333333333,4.444444444
111,1,6,0,0,4.5,1.016666667,1,2,3.5,24.43258042,1.333333333,4
111,2,7,0,0,3,1.1,0.85,2,3.5,24.43258042,2,3.666666667
111,3,1,0,0,1,1.111666667,0.586666667,2,3.5,24.43258042,4,3.888888889
111,4,2,0,0.333333333,0.666666667,0.783333333,0.816666667,2,3.5,24.43258042,3,3.777777778
111,5,3,0,1,1,0.15,0.45,2,3.5,24.43258042,2.666666667,4.333333333
111,6,4,0,0,2,0.65,0.4,2,3.5,24.43258042,5,4
111,7,5,0,3,0,1,0.3,2,3.5,24.43258042,5,3.777777778
112,1,3,6,0,2.5,1.3,0.95,1,3.6,37.10609172,8,4.555555556
112,2,4,2,0,3,0.7,0.683333333,1,3.6,37.10609172,6,3.777777778
112,3,5,0,0,0,0.033333333,0.966666667,1,3.6,37.10609172,2,3.666666667
112,4,6,2,0,2,0.3,0.8,1,3.6,37.10609172,6.666666667,4.555555556
112,5,7,0,0,2.25,0.3,1.8,1,3.6,37.10609172,4.333333333,4.222222222
112,6,1,2,0,2.25,0.55,0.775,1,3.6,37.10609172,7.666666667,3.888888889
112,7,2,3,0,2.333333333,0.366666667,0.783333333,1,3.6,37.10609172,7,4.444444444
113,1,2,3,0,2.75,0.65,2.225,1,2.8,28.0054757,7.333333333,4.888888889
113,2,3,6,0,5.5,0.4,1.55,1,2.8,28.0054757,7,4.777777778
113,3,4,0,0,8,0.9,1.883333333,1,2.8,28.0054757,3.666666667,4.333333333
113,4,5,9,0,5.5,0.65,3.4,1,2.8,28.0054757,6,4.777777778
113,5,6,12,3,6,0.4,3.3,1,2.8,28.0054757,7,4.888888889
113,6,7,5,0,8.333333333,0,3.233333333,1,2.8,28.0054757,6.333333333,4.777777778
113,7,1,2,1.2,4.8,0.52,2.563333333,1,2.8,28.0054757,7.666666667,4.666666667
114,1,1,3,0,1,0.8,0.3,1,3.4,28.89801506,6.666666667,4
114,2,2,1,0,1.5,0.6,0.716666667,1,3.4,28.89801506,4.333333333,4.444444444
114,3,3,1,0,1,0,0.55,1,3.4,28.89801506,4.333333333,4.111111111
114,4,4,3,0,4,0.2,1.2,1,3.4,28.89801506,6,4.666666667
114,5,5,3,0,4.5,0.1,0.883333333,1,3.4,28.89801506,4.666666667,4.555555556
114,6,6,4,0,3,0,1.2,1,3.4,28.89801506,6,4.444444444
114,7,7,5,0,3.25,0.083333333,1.458333333,1,3.4,28.89801506,4.666666667,4.666666667
115,1,5,3,0,4,1.016666667,1.15,1,4,30.33264887,5,3.111111111
115,2,6,2,0,7.5,0.5,2.27,1,4,30.33264887,4.333333333,3.222222222
115,3,7,5,0,6,0.35,1.766666667,1,4,30.33264887,4.333333333,3.222222222
115,4,1,0,1.5,3.25,2.016666667,0.925,1,4,30.33264887,3.333333333,3.666666667
115,5,2,3,1.5,7,1.566666667,2.583333333,1,4,30.33264887,4,4
115,6,3,0,0,5.75,1.116666667,2.075,1,4,30.33264887,4,3.555555556
115,7,4,0,0,8.5,1.3,2.45,1,4,30.33264887,2,4.111111111
116,1,4,3,0,2,0.4,1.45,2,3.4,37.38809035,7.333333333,3.666666667
116,2,5,2,0,2,0,0.9,2,3.4,37.38809035,5,4
116,3,6,3,0,5,0.1,2,2,3.4,37.38809035,6,3.888888889
116,4,7,2,0,4,0.3,1.2,2,3.4,37.38809035,5,4.111111111
116,5,1,1,0,2,0,1.55,2,3.4,37.38809035,4.666666667,4
116,6,2,2,0,2,0.15,1.3,2,3.4,37.38809035,5,4.111111111
116,7,3,2,0,2,0.2,1.3,2,3.4,37.38809035, ,4
118,1,4,8,0,9,0.55,2.05,2,2.8,32.83230664,6,3.555555556
118,2,5,14,0,9,0.6,1.55,2,2.8,32.83230664,6,3.444444444
118,3,6,11,0,9,0.4,2.7,2,2.8,32.83230664,6,2.777777778
118,4,7,8,0,9,0.3,3.15,2,2.8,32.83230664,5.666666667,3.777777778
118,5,1,5,0,9,0.6,2.2,2,2.8,32.83230664,5.666666667,3.111111111
118,6,2,3,0,9,0.4,1.966666667,2,2.8,32.83230664,5.666666667,3.333333333
118,7,3,4,0,9,0.9,2.75,2,2.8,32.83230664,7,3.888888889
122,1,7,5,0,6,0.233333333,2.366666667,1,3.3,39.77275838,5,3.888888889
122,2,1,3,0,4,0.3,1.716666667,1,3.3,39.77275838,5.333333333,3.666666667
122,3,2,2,0,3.5,0.666666667,1.55,1,3.3,39.77275838,4.333333333,3.888888889
122,4,3,3,1,2.5,1.075,0.925,1,3.3,39.77275838,5,3.222222222
122,5,4,3,1,5.666666667,0.816666667,1.2,1,3.3,39.77275838,5,2.777777778
122,6,5,3,0,4.666666667,0.875,1.591666667,1,3.3,39.77275838,5.333333333,3.555555556
122,7,6,6,0,6,1.05,1.483333333,1,3.3,39.77275838,5.666666667,3.888888889
123,1,2,3,1,1.666666667,0.55,1.933333333,2,2.9,29.71115674,7.333333333,3.666666667
123,2,3,0,0,1,0.95,1.25,2,2.9,29.71115674,4.666666667,3.666666667
123,3,4,3,0,2,0.3,0.933333333,2,2.9,29.71115674,7.333333333,3.777777778
123,4,5,3,2,0,0.5,1.85,2,2.9,29.71115674,6.333333333,4.111111111
123,5,6,10,0,2,0.5,1.06,2,2.9,29.71115674,5.333333333,3.777777778
123,6,7,0,0,2,0.75,1.25,2,2.9,29.71115674,1,3.555555556
123,7,1,2,1,3,1,2.033333333,2,2.9,29.71115674,3.333333333,2.555555556
124,1,7,3,0,2.75,0.4,0.475,1,4,31.04722793,4.666666667,4.555555556
124,2,1,3,1,3,0.2,0.6,1,4,31.04722793,5,4.555555556
124,3,2,4,0,0,0.2,0.4,1,4,31.04722793,5.333333333,4.555555556
124,4,3,0,0,0,0.2,0.4,1,4,31.04722793,4.666666667,4.555555556
124,5,4,1,0,0,0.3,0.2,1,4,31.04722793,5,4.555555556
124,6,5,0,0,2,0,0.2,1,4,31.04722793,5,4.555555556
124,7,6,1,0,2,0.5,0.6,1,4,31.04722793,5,4.555555556
125,1,5,15,0,3,0.2,0.6,1,3.7,32.93360712,7,4.222222222
125,2,6,2,0,0,0.9,0.2,1,3.7,32.93360712,2,3.555555556
125,3,7,8,0,3,0,1.2,1,3.7,32.93360712,5,4.444444444
125,4,1,6,0,0,0.2,0.5,1,3.7,32.93360712,5.333333333,4.222222222
125,5,2,0,0,2,0.266666667,0.633333333,1,3.7,32.93360712,5,4.333333333
125,6,3,3,0,2.5,0,1.15,1,3.7,32.93360712,4.333333333,4.444444444
125,7,4,2,0,0,0.2,0.2,1,3.7,32.93360712,5,4.333333333
128,1,3,1,0,1,0.2,0.2,1,3.5,30.2587269,3.666666667,4.222222222
128,2,4,0,0,1.666666667,0.5,0.466666667,1,3.5,30.2587269,3,4.111111111
128,3,5,5,0,1.666666667,0,0.266666667,1,3.5,30.2587269,4,4.333333333
128,4,6,0,0,3.25,0.2,0.625,1,3.5,30.2587269,3.666666667,4.333333333
128,5,7,0,0,4,0.2,0.65,1,3.5,30.2587269,4.333333333,4.444444444
128,6,1,1,0,1.666666667,0.1,1.216666667,1,3.5,30.2587269,4,4.333333333
128,7,2,0,0,1,0.3,0.2,1,3.5,30.2587269,4,4.222222222
129,1,7,4,0,5,0,1,2,3,27.90691307,5.333333333,3.888888889
129,2,1,0,0,2,0.2,0.3,2,3,27.90691307,4.333333333,4
129,3,2,2,0,2,0.15,0.2,2,3,27.90691307,5,3.333333333
129,4,3,3,0,3,0.45,1,2,3,27.90691307,4.666666667,3.111111111
129,5,4,3,0,2,0.2,0.7,2,3,27.90691307,4.333333333,3.666666667
129,6,5,6,0,5,0.1,1.35,2,3,27.90691307,6,3.777777778
129,7,6,10,1,0,0.233333333,0.133333333,2,3,27.90691307,5.666666667,3.444444444
131,1,3,3,0.5,1,0.05,1,2,3.6,38.37919233,4.666666667,3.777777778
131,2,4,5,0,0,0.8,0.6,2,3.6,38.37919233,8,4.111111111
131,3,5,4,0,3,0.9,0.45,2,3.6,38.37919233,2.666666667,4
131,4,6,7,0,1,0.4,0.9,2,3.6,38.37919233,6.333333333,3.666666667
131,5,7,5,0,2,0.05,1.05,2,3.6,38.37919233,4.333333333,4.222222222
131,6,1,5,0,2,0.4,0.8,2,3.6,38.37919233,3.666666667,4.222222222
131,7,2,4,0,2,0,0.5,2,3.6,38.37919233,8,3.666666667
133,1,2,2,0,2.25,0.2,2.3,2,3.5,26.05612594,5.666666667,4
133,2,3,2,0,3.666666667,0.1,2.191666667,2,3.5,26.05612594,4.333333333,4.555555556
133,3,4,6,0,0.5,0,1.566666667,2,3.5,26.05612594,5,4.444444444
133,4,5,2,0,5,0.1,2.2,2,3.5,26.05612594,4.666666667,3.777777778
133,5,6,5,0,5.5,0.3,0.94,2,3.5,26.05612594,6,4
133,6,7,2,0,4.5,0,1.15,2,3.5,26.05612594,4.333333333,4.222222222
133,7,1,6,0,1.5,0.1,0.883333333,2,3.5,26.05612594,5.666666667,3.222222222
136,1,5,0,0,3,0.6,1.233333333,2,3.8,28,1,4
136,2,6,1,0,4.5,0.6,0.75,2,3.8,28,4,4.333333333
136,3,7,0,0,4.5,0.366666667,0.75,2,3.8,28,2.333333333,4.333333333
136,4,1,2,0,0,0.4,1.1,2,3.8,28,5.333333333,4.111111111
136,5,2,1,0,3,0.55,1.95,2,3.8,28,4.666666667,4.666666667
136,6,3,2,0,3,0.5,1.75,2,3.8,28,5,4.666666667
136,7,4,0,0,0,0.1,0.75,2,3.8,28,3.333333333,4.666666667
137,1,3,4,0,6,0.225,1.1,2,3.7,38.25051335,3.333333333,4.111111111
137,2,4,6,0,9,1.05,2.15,2,3.7,38.25051335,4,4.111111111
137,3,5,0,1,5,0.5,1.4,2,3.7,38.25051335,1.666666667,3.888888889
137,4,6,9,0,7.333333333,0.2,1.133333333,2,3.7,38.25051335,3.666666667,4.111111111
137,5,7,1,0,8.5,0.566666667,1.783333333,2,3.7,38.25051335,2,4
137,6,1,5,0,8.333333333,0.45,1.483333333,2,3.7,38.25051335,4.666666667,3.888888889
137,7,2,4,0,5.733333333,1.15,0.873333333,2,3.7,38.25051335,4.333333333,4.111111111
138,1,3,0,0,0,0.1,1.133333333,2,3.9,26.90212183,4.666666667,4.333333333
138,2,4,9,0,0,0,0.666666667,2,3.9,26.90212183,5.333333333,3.777777778
138,3,5,0,0,0,0.5,0.2,2,3.9,26.90212183,3.666666667,3.888888889
138,4,6,5,0,0,0.233333333,0.683333333,2,3.9,26.90212183,4.333333333,4.555555556
138,5,7,0,0,0,0.65,0.85,2,3.9,26.90212183,3.666666667,4.333333333
138,6,1,3,0,0,0.8,0.38,2,3.9,26.90212183,6.666666667,4.666666667
138,7,2,8,0,0,0.6,0.04,2,3.9,26.90212183,4.666666667,4.333333333
139,1,5,4,5,0,1.45,1.333333333,2,3.7,39.83025325,6,2.888888889
139,2,6,5,0.65,4.566666667,0.665,2.173333333,2,3.7,39.83025325,8,3.222222222
139,3,7,5,2.5,1,0.783333333,1.166666667,2,3.7,39.83025325,8,3.333333333
139,4,1,5,3,0,0.8,0.35,2,3.7,39.83025325,6.666666667,3.666666667
139,5,2,1,6,0,1.6,0.15,2,3.7,39.83025325,4,3.222222222
139,6,3,2,0.571428571,0.857142857,0.507142857,1.485714286,2,3.7,39.83025325,5.333333333,3.444444444
139,7,4,3,0,1.666666667,0.25,1.691666667,2,3.7,39.83025325,4.333333333,3.555555556
140,1,7,2,0,0,0.233333333,3.883333333,2,3.9,38.96783025,1.666666667,4
140,2,1,0,0,0,0.7,2.15,2,3.9,38.96783025,2.666666667,4
140,3,2,1,0,3,0.186666667,3.25,2,3.9,38.96783025,4.333333333,3.888888889
140,4,3,1,0,3,0.8,1.85,2,3.9,38.96783025,2.333333333,4.222222222
140,5,4,0,0,3,0.7,1.2,2,3.9,38.96783025,5,3.777777778
140,6,5,5,0,9,1.5,2.866666667,2,3.9,38.96783025,5.666666667,3.888888889
140,7,6,4,0,6,0.65,3.1,2,3.9,38.96783025,6,4.222222222
141,1,7,3,0,3,0.3,0.5,2,2.5,34.08898015,4.333333333,3.777777778
141,2,1,3,3,0,1.3,0.2,2,2.5,34.08898015,6.666666667,2.666666667
141,3,2,0,0,2.75,0.5,0.875,2,2.5,34.08898015,3,2.777777778
141,4,3,1,0,2.25,0.2,0.425,2,2.5,34.08898015,4,3.555555556
141,5,4,0,0,3,0.5,0.7,2,2.5,34.08898015,1,3.444444444
141,6,5,0,0,3,0,0.6,2,2.5,34.08898015,1.333333333,3.888888889
141,7,6,6,0,7.333333333,0.2,1.233333333,2,2.5,34.08898015,5,4.555555556
144,1,3,3,0.666666667,0,0.416666667,0.4,2,2.8,40.54209446,5,4.444444444
144,2,4,0,0,0.5,0.45,0.65,2,2.8,40.54209446,1.333333333,4.444444444
144,3,5,3,1,0,0.7,0.1,2,2.8,40.54209446,6.333333333,4.222222222
144,4,6,1,0,1.666666667,0.1,0.516666667,2,2.8,40.54209446,4.333333333,4.555555556
144,5,7,1,0,1,0.2,0.3,2,2.8,40.54209446,3.666666667,4.555555556
144,6,1,1,0,3,0.15,0.95,2,2.8,40.54209446,7.666666667,4.555555556
144,7,2,2,0,1.5,0.2,0.45,2,2.8,40.54209446,7.333333333,4.444444444
148,1,3,3,1.5,0,1.15,0.6,1,2.9,30.2642026,5,4.111111111
148,2,4,0,0,2,0.6,0.6,1,2.9,30.2642026,4,4
148,3,5,0,2,0,0.6,0.1,1,2.9,30.2642026,3.666666667,4
148,4,6,3,0,4,0.5,2.05,1,2.9,30.2642026,4.333333333,4.444444444
148,5,7,3,0,2.666666667,0.25,1.016666667,1,2.9,30.2642026,5.333333333,4.222222222
148,6,1,0,0,0,0.5,0.2,1,2.9,30.2642026,1.333333333,4
148,7,2,4,0,2,0.6,0.2,1,2.9,30.2642026,6,4.444444444
149,1,5,4,0,1.666666667,0.4,1.333333333,2,3.9,31.96167009,4.666666667,4.111111111
149,2,6,5,0,2.5,0.325,0.75,2,3.9,31.96167009,6.333333333,4.111111111
149,3,7,1,2.333333333,3,0.583333333,1.325,2,3.9,31.96167009,1.333333333,3.777777778
149,4,1,2,0,2,0.4,0.7,2,3.9,31.96167009,1.333333333,4.111111111
149,5,2,0,2,0.666666667,1.6,0.366666667,2,3.9,31.96167009,1.666666667,4.111111111
149,6,3,3,1,0,1.12,0.58,2,3.9,31.96167009,2.666666667,4.333333333
149,7,4,1,0,5,0.5,1.05,2,3.9,31.96167009,2.333333333,4.333333333
150,1,4,1,0,9,0.3,1.85,2,3.2,33.79603012,7.333333333,4.222222222
150,2,5,0,0,9,0.2,1.7,2,3.2,33.79603012,8,4.444444444
150,3,6,2,0,9,0,1.233333333,2,3.2,33.79603012,7.333333333,4.333333333
150,4,7,0,2.333333333,2,0.733333333,0.2,2,3.2,33.79603012,2,4.222222222
150,5,1,0,1.8,1.2,0.68,1.22,2,3.2,33.79603012,6,3.888888889
150,6,2,0,0,9,0,1.6,2,3.2,33.79603012,5,4.333333333
150,7,3,0,0,9,0.2,1.3,2,3.2,33.79603012,7.333333333,4.333333333
152,1,4,6,0,2,0.2,1.316666667,1,2.9,26.954141,4.333333333,3.777777778
152,2,5,7,0,0,0.5,0.616666667,1,2.9,26.954141,5.333333333,3.666666667
152,3,6,1,0,0,0.8,0.15,1,2.9,26.954141,1.333333333,3.444444444
152,4,7,0,0,2,0,0.666666667,1,2.9,26.954141,2.666666667,3.888888889
152,5,1,10,0,0,0.22,0.63,1,2.9,26.954141,4.666666667,3.444444444
152,6,2,4,0,0,0.133333333,0.966666667,1,2.9,26.954141,4.666666667,3.666666667
152,7,3,0,0,2,0.1,0.775,1,2.9,26.954141,3.666666667,4.111111111
153,1,2,1,0,3,1.1,1.65,2,3.6,30.86652977,4.666666667,3.888888889
153,2,3,0,3,0,1.5,1.5,2,3.6,30.86652977,4,4.111111111
153,3,4,0,0,2,0.5,1.85,2,3.6,30.86652977,5.666666667,4.333333333
153,4,5,10,9,0,1.6,1.4,2,3.6,30.86652977,5.666666667,3.888888889
153,5,6,4,2,0.333333333,1.4,2.083333333,2,3.6,30.86652977,6,3.555555556
153,6,7,1,1,0,1.2,1,2,3.6,30.86652977,2.666666667,3.666666667
153,7,1,0,0,2,0.433333333,1.25,2,3.6,30.86652977,4,2.777777778
154,1,1,0,0,6,0.3,1.075,1,3.6,36.46817248,2.333333333,3.333333333
154,2,2,1,0,2,0.1,0.75,1,3.6,36.46817248,5,3.888888889
154,3,3,1,0,4,0.55,0.6,1,3.6,36.46817248,4.666666667,4
154,4,4,1,0,0,0.55,0,1,3.6,36.46817248,5,3.666666667
154,5,5,2,1.5,4,0.3,0.6,1,3.6,36.46817248,6.333333333,4.111111111
154,6,6,6,0,2,0.566666667,1.366666667,1,3.6,36.46817248,5.333333333,4
154,7,7,0,0,2,0.2,1.7,1,3.6,36.46817248,2.666666667,4.111111111
155,1,6,5,0,0,0,0.666666667,1,3.8,30.97878166,5,4.444444444
155,2,7,0,0,0,0,1.066666667,1,3.8,30.97878166,3.333333333,4.666666667
155,3,1,6,0,3,0.2,1.2,1,3.8,30.97878166,5,4.444444444
155,4,2,1,0,0,0,0.8,1,3.8,30.97878166,5,4.555555556
155,5,3,2,0,3,0,2.766666667,1,3.8,30.97878166,3.333333333,4.555555556
155,6,4,0,0,3,0.05,0.7,1,3.8,30.97878166,3.333333333,4.555555556
155,7,5,11,0,0,0.6,0.2,1,3.8,30.97878166,5.333333333,4.555555556
156,1,2,2,0,5.666666667,0.4,1.266666667,1,3.1,28.38056126,5,3.666666667
156,2,3,5,0.25,3.75,0.675,0.725,1,3.1,28.38056126,6,3.333333333
156,3,4,0,0,7,0.35,1.65,1,3.1,28.38056126,5.333333333,4
156,4,5,4,0.25,3.75,0.025,1.275,1,3.1,28.38056126,5,3.444444444
156,5,6,13,0,4.5,0.5,0.825,1,3.1,28.38056126,6,3.777777778
156,6,7,0,0,4,0.266666667,1,1,3.1,28.38056126,1.333333333,3.333333333
156,7,1,0,0,2,0.25,1.175,1,3.1,28.38056126,3,4
160,1,4,0,0,2,0.4,0.55,1,3.5,25.57700205,2.666666667,4
160,2,5,3,0,2.5,0.4,1.05,1,3.5,25.57700205,7,3.888888889
160,3,6,5,0,4.333333333,0.5,0.783333333,1,3.5,25.57700205,6,3.888888889
160,4,7,2,0,4,0.225,0.733333333,1,3.5,25.57700205,6.666666667,3.444444444
160,5,1,0,0,1.666666667,0.2,0.766666667,1,3.5,25.57700205,2,3.777777778
160,6,2,0,0,2,0.3,0.4,1,3.5,25.57700205,1.333333333,4.111111111
160,7,3,0,0,0,0.5,0.35,1,3.5,25.57700205,5,3.666666667
